id,iata_code,name,latitude_deg,longitude_deg,continent,iso_country,iso_region
1,UTK,Utirik Airport,11.222,169.852005,OC,MH,MH-UTI
2,OCA,Ocean Reef Club Airport,25.3253994,-80.27480316,NA,US,US-FL
3,PQS,Pilot Station Airport,61.934601,-162.899994,NA,US,US-AK
4,CSE,Crested Butte Airpark,38.851918,-106.928341,NA,US,US-CO
5,JCY,LBJ Ranch Airport,30.25180054,-98.62249756,NA,US,US-TX
6,PMX,Metropolitan Airport,42.22330093,-72.31140137,NA,US,US-MA
7,WLR,Loring Seaplane Base,55.60129929,-131.6369934,NA,US,US-AK
8,NUP,Nunapitchuk Airport,60.905591,-162.440454,NA,US,US-AK
9,PTC,Port Alice Seaplane Base,55.803,-133.597,NA,US,US-AK
10,ICY,Icy Bay Airport,59.966269,-141.660118,NA,US,US-AK
11,PPV,Port Protection Seaplane Base,56.3288002,-133.6100006,NA,US,US-AK
12,KKK,Kalakaket Creek AS Airport,64.4166257,-156.8203926,NA,US,US-AK
13,MHS,Dunsmuir Muni-Mott Airport,41.263199,-122.272003,NA,US,US-CA
14,NIR,Chase Field Industrial Airport,28.362444,-97.661917,NA,US,US-TX
15,GCT,Grand Canyon Bar Ten Airstrip,36.258614,-113.231159,NA,US,US-AZ
16,ELW,Ellamar Seaplane Base,60.893818,-146.704038,NA,US,US-AK
17,LVD,Lime Village Airport,61.35910034,-155.4400024,NA,US,US-AK
18,HGZ,Hog River Airport,66.2161026,-155.6690063,NA,US,US-AK
19,OTN,Ed-Air Airport,38.85139847,-87.49970245,NA,US,US-IN
20,TLF,Telida Airport,63.39390182,-153.2689972,NA,US,US-AK
21,BZT,Eagle Air Park,28.98220062,-95.57969666,NA,US,US-TX
22,HBH,Entrance Island Seaplane Base,57.412201,-133.43848,NA,US,US-AK
23,FAK,False Island Seaplane Base,57.53219986,-135.2129974,NA,US,US-AK
24,BYW,Blakely Island Airport,48.57899857,-122.8259964,NA,US,US-WA
25,DRF,Drift River Airport,60.58890152,-152.1620026,NA,US,US-AK
26,BDF,Rinkenberger Restricted Landing Area,41.23089981,-89.61569977,NA,US,US-IL
27,VRS,Roy Otten Memorial Airfield,38.42779922,-92.87519836,NA,US,US-MO
28,GDH,Golden Horn Lodge Seaplane Base,59.74700165,-158.875,NA,US,US-AK
29,ATT,Atmautluak Airport,60.866699,-162.272995,NA,US,US-AK
30,LIV,Livengood Camp Airport,65.467,-148.6534,NA,US,US-AK
31,PDB,Pedro Bay Airport,59.78960037,-154.1239929,NA,US,US-AK
32,KOZ,Ouzinkie Airport,57.925362,-152.496715,NA,US,US-AK
33,TNK,Tununak Airport,60.57550049,-165.2720032,NA,US,US-AK
34,EVA,Ben Bruce Memorial Airpark,30.32099915,-94.07350159,NA,US,US-TX
35,WHD,Hyder Seaplane Base,55.903324,-130.009975,NA,US,US-AK
36,MNT,Minto Al Wright Airport,65.1437,-149.369995,NA,US,US-AK
37,TKI,Tokeen Seaplane Base,55.93709946,-133.3269959,NA,US,US-AK
38,WKK,Aleknagik / New Airport,59.2826004,-158.6179962,NA,US,US-AK
39,WFB,Ketchikan Harbor Seaplane Base,55.349899,-131.677002,NA,US,US-AK
40,NNK,Naknek Airport,58.73289871,-157.0200043,NA,US,US-AK
41,BKF,Lake Brooks Seaplane Base,58.55479813,-155.7769928,NA,US,US-AK
42,BCS,Southern Seaplane Airport,29.86610031,-90.02220154,NA,US,US-LA
43,SPQ,Catalina Air-Sea Terminal Heliport,33.74919891,-118.2750015,NA,US,US-CA
44,TSS,East 34th Street Heliport,40.74259949,-73.9720993,NA,US,US-NY
45,QNY,New York Skyports Inc Seaplane Base,40.734001,-73.9729,NA,US,US-NY
46,BWL,Earl Henry Airport,36.79589844,-97.31700134,NA,US,US-OK
47,WYB,Yes Bay Lodge Seaplane Base,55.91630173,-131.8009949,NA,US,US-AK
48,CWS,Center Island Airport,48.49010086,-122.8320007,NA,US,US-WA
49,TEK,Tatitlek Airport,60.871449,-146.690297,NA,US,US-AK
50,DUF,Pine Island Airport,36.25350189,-75.78849792,NA,US,US-NC
51,SSW,Stuart Island Airpark,48.673379,-123.175439,NA,US,US-WA
52,FOB,Fort Bragg Airport,39.47430038,-123.7959976,NA,US,US-CA
53,PUL,Port of Poulsbo Marina Moorage Seaplane Base,47.73400116,-122.6470032,NA,US,US-WA
54,CCD,Century City Heliport,34.06079865,-118.4179993,NA,US,US-CA
55,WMK,Meyers Chuck Seaplane Base,55.73960114,-132.2550049,NA,US,US-AK
56,AXB,Maxson Airfield,44.312002,-75.90034,NA,US,US-NY
57,REE,Reese Airpark,33.59030151,-102.0370026,NA,US,US-TX
58,WDN,Waldron Airstrip,48.7118,-123.017998,NA,US,US-WA
59,WWP,Whale Pass Seaplane Float Harbor Facility,56.116299,-133.121994,NA,US,US-AK
60,CHU,Chuathbaluk Airport,61.579102,-159.216003,NA,US,US-AK
61,UGS,Ugashik Airport,57.5279007,-157.3990021,NA,US,US-AK
62,MXG,Marlboro Airport,42.343201,-71.509002,NA,US,US-MA
63,PSQ,Philadelphia Seaplane Base,39.85900116,-75.29959869,NA,US,US-PA
64,KLL,Levelock Airport,59.12810135,-156.8589935,NA,US,US-AK
65,SGW,Saginaw Seaplane Base,56.88629913,-134.1580048,NA,US,US-AK
66,WTL,Tuntutuliak Airport,60.33530045,-162.6670074,NA,US,US-AK
67,TWA,Twin Hills Airport,59.07559967,-160.272995,NA,US,US-AK
68,KCQ,Chignik Lake Airport,56.25500107,-158.7749939,NA,US,US-AK
69,AAD,Adado Airport,6.095802,46.6375,AF,SO,SO-GA
70,ABP,Atkamba Airport,-6.065555556,141.0952778,OC,PG,PG-WPD
71,ABW,Abau Airport,-10.1956,148.7389,OC,PG,PG-CPM
72,WAP,ACFC,15.253888,120.677222,AS,PH,PH-PAM
73,ALV,Andorra la Vella (Our Lady of Meritxell Hospital) Heliport,42.511174,1.533551,EU,AD,AD-08
74,ADC,Andakombe Airport,-7.137222222,145.7447222,OC,PG,PG-EHG
75,ADV,El Daein Airport,11.4023,26.1186,AF,SD,SD-DE
76,DJH,Jebel Ali Seaplane Base,24.988967,55.023796,AS,AE,AE-DU
77,AEE,Adareil Airport,10.05361111,32.95944444,AF,SS,SS-23
78,AEI,Algeciras Heliport,36.12888,-5.441118,EU,ES,ES-CA
79,AEK,Aseki Airport,-7.350804856,146.1938667,OC,PG,PG-MPL
80,AEQ,Ar Horqin Airport,43.87042,120.15958,AS,CN,CN-15
81,URZ,Orūzgān Airport,32.90299988,66.63089752,AS,AF,AF-ORU
82,OLR,Salerno Airport,33.3638,69.9561,AS,AF,AF-KHO
83,AFK,Kondavattavana Tank Seaplane Base,7.284,81.644,AS,LK,LK-5
84,AFR,Afore Airstrip,-9.142222222,148.3908333,OC,PG,PG-NPP
85,AFT,Afutara Aerodrome,-9.191388889,160.9486111,OC,SB,SB-ML
86,RNA,Ulawa Airport,-9.860543583,161.9795465,OC,SB,SB-MK
87,ATD,Uru Harbour Airport,-8.87333,161.011002,OC,SB,SB-ML
88,VEV,Barakoma Airport,-7.912779808,156.7059937,OC,SB,SB-WE
89,GEF,Geva Airport,-7.575829983,156.5970001,OC,SB,SB-WE
90,AGG,Angoram Airport,-4.055833333,144.0738889,OC,PG,PG-ESW
91,AKS,Gwaunaru'u Airport,-8.70257,160.682007,OC,SB,SB-ML
92,BNY,Bellona/Anua Airport,-11.30222222,159.7983333,OC,SB,SB-RB
93,CHY,Choiseul Bay Airport,-6.711944,156.396111,OC,SB,SB-CH
94,BAS,Ballalae Airport,-6.990745,155.886656,OC,SB,SB-WE
95,FRE,Fera/Maringe Airport,-8.1075,159.576996,OC,SB,SB-IS
96,HIR,Honiara International Airport,-9.42800045,160.0549927,OC,SB,SB-CT
97,MBU,Babanakira Airport,-9.74750042,159.8390045,OC,SB,SB-GU
98,AVU,Avu Avu Airport,-9.868333333,160.4105556,OC,SB,SB-GU
99,IRA,Ngorangora Airport,-10.44970036,161.897995,OC,SB,SB-MK
100,SCZ,Santa Cruz/Graciosa Bay/Luova Airport,-10.72029972,165.7949982,OC,SB,SB-TE
101,MUA,Munda Airport,-8.327969551,157.2630005,OC,SB,SB-WE
102,GZO,Nusatupe Airport,-8.097780228,156.8639984,OC,SB,SB-WE
103,MNY,Mono Airport,-7.416940212,155.5650024,OC,SB,SB-WE
104,PRS,Parasi Airport,-9.641670227,161.4250031,OC,SB,SB-ML
105,OTV,Ontong Java Atoll Airstrip,-5.515,159.527778,OC,SB,SB-ML
106,RNL,Rennell/Tingoa Airport,-11.53390026,160.0630035,OC,SB,SB-RB
107,EGM,Sege Airport,-8.578889847,157.8760071,OC,SB,SB-WE
108,NNB,Santa Ana Airport,-10.847994,162.454108,OC,SB,SB-MK
109,RUS,Marau Airport,-9.86166954,160.8249969,OC,SB,SB-GU
110,VAO,Suavanao Airport,-7.585559845,158.7310028,OC,SB,SB-IS
111,XYA,Yandina Airport,-9.092816,159.21841,OC,SB,SB-CE
112,AGK,Kagua Airport,-6.396388889,143.8536111,OC,PG,PG-SHM
113,KGE,Kaghau Airport,-7.3305,157.585,OC,SB,SB-CH
114,KUE,Kukudu Airport,-8.0262,156.94783,OC,SB,SB-WE
115,KWS,Kwailabesi Airport,-8.360508,160.775127,OC,SB,SB-ML
116,AGL,Wanigela Airport,-9.3375,149.1555556,OC,PG,PG-NPP
117,NAZ,Nana Airport,-10.6758,162.2049,OC,SB,SB-MK
118,RIN,Ringi Cove Airport,-8.126390457,157.1430054,OC,SB,SB-WE
119,RBV,Ramata Airport,-8.168060303,157.6430054,OC,SB,SB-WE
120,TLG,Tulaghi Heliport,-9.108,160.1491667,OC,SB,SB-CE
121,AGY,Argyle Downs Airport,-16.514,128.9245,OC,AU,AU-WA
122,AHJ,Hongyuan Airport,32.53154,102.35224,AS,CN,CN-51
123,AHT,Amchitka Air Force Base,51.377778,179.259167,NA,US,US-AK
124,AHY,Ambatolhy Airport,-20.01583333,45.535,AF,MG,MG-U
125,AIE,Aiome Airport,-5.145699978,144.7307003,OC,PG,PG-MPM
126,AIH,Aiambak Airport,-7.342777778,141.2675,OC,PG,PG-WPD
127,AIC,Ailinglaplap Airok Airport,7.279422,168.8257,OC,MH,MH-ALL
128,CEX,Chena Hot Springs Airport,65.05180359,-146.0469971,NA,US,US-AK
129,SOL,Solomon State Field,64.5605,-164.4457,NA,US,US-AK
130,HED,Herendeen Bay Airport,55.80139923,-160.8990021,NA,US,US-AK
131,TWE,Taylor Airport,65.6792984,-164.798996,NA,US,US-AK
132,KTH,Tikchik Lodge Seaplane Base,59.96319962,-158.477005,NA,US,US-AK
133,NKI,Naukati Bay Seaplane Base,55.849602,-133.227994,NA,US,US-AK
134,LNI,Lonely Air Station,70.91069794,-153.2420044,NA,US,US-AK
135,CDL,Candle 2 Airport,65.90769959,-161.9259949,NA,US,US-AK
136,AOS,Amook Bay Seaplane Base,57.4715004,-153.8150024,NA,US,US-AK
137,BSZ,Bartletts Airport,58.21620178,-157.352005,NA,US,US-AK
138,BSW,Boswell Bay Airport,60.42309952,-146.1459961,NA,US,US-AK
139,AKM,Zakuoma Airport,10.89027778,19.81722222,AF,TD,TD-SA
140,TGE,Sharpe Field,32.4919014,-85.77559662,NA,US,US-AL
141,ALZ,Alitak Seaplane Base,56.8995018,-154.2480011,NA,US,US-AK
142,PPE,Mar de Cortés International Airport,31.351987,-113.305177,NA,MX,MX-SON
143,AME,Alto Molocue Airport,-15.61027778,37.68138889,AF,MZ,MZ-Q
144,AMF,Ama Airport,-4.101111111,141.67,OC,PG,PG-ESW
145,AMU,Amanab Airport,-3.586,141.2143333,OC,PG,PG-SAN
146,AMY,Ambatomainty Airport,-17.68666667,45.62388889,AF,MG,MG-M
147,ANH,Anuha Island Resort Airport,-9.001388889,160.225,OC,SB,SB-CE
148,INU,Nauru International Airport,-0.547458,166.919006,OC,NR,NR-14
149,ANZ,Angus Downs Airport,-25.0325,132.2748,OC,AU,AU-NT
150,ANL,Andulo Airport,-11.47229958,16.71089935,AF,AO,AO-BIE
151,CNZ,Cangamba Airport,-13.7106,19.861099,AF,AO,AO-MOX
152,DRC,Dirico Airport,-17.98192406,20.76806068,AF,AO,AO-CCU
153,GGC,Lumbala Airport,-12.63987732,22.5868206,AF,AO,AO-MOX
154,JMB,Jamba Airport,-14.6981926,16.07014847,AF,AO,AO-HUA
155,KNP,Capanda Airport,-9.769370079,15.4553194,AF,AO,AO-MAL
156,NDF,Ndalatandos Airport,-9.275188446,14.97724247,AF,AO,AO-CNO
157,AOA,Aroa Airport,-9.0254,146.8,OC,PG,PG-CPM
158,AOB,Annanberg Airport,-4.904166667,144.6358333,OC,PG,PG-MPM
159,AOD,Abou-Deïa Airport,11.4773,19.2874,AF,TD,TD-SA
160,APP,Asapa Airport,-8.979166667,148.1036111,OC,PG,PG-NPP
161,APR,April River Airport,-4.676666667,142.5401389,OC,PG,PG-ESW
162,QET,Troll Airfield,-71.95559,2.455581,AN,AQ,AQ-U-A
163,AQY,Girdwood Airport,60.968774,-149.119792,NA,US,US-AK
164,QRF,Bragado Airport,-35.144,-60.4803,SA,AR,AR-B
165,CVI,Caleta Olivia Airport,-46.43180084,-67.51860046,SA,AR,AR-Z
166,CNT,Charata Airport,-27.2164,-61.2103,SA,AR,AR-H
167,VGS,General Villegas Airport,-35,-63,SA,AR,AR-B
168,LMD,Los Menucos Airport,-40.817699,-68.074699,SA,AR,AR-R
169,SZQ,Saenz Peña Airport,-26.81579971,-60.44829941,SA,AR,AR-H
170,VCF,Valcheta Airport,-40.70000076,-66.15000153,SA,AR,AR-R
171,NCJ,Sunchales Aeroclub Airport,-30.9575,-61.5283,SA,AR,AR-S
172,CPG,Carmen De Patagones Airport,-40.7781,-62.9803,SA,AR,AR-B
173,PRQ,Termal Airport,-26.753611,-60.492222,SA,AR,AR-H
174,OLN,Colonia Sarmiento Airport,-45.582371,-68.999841,SA,AR,AR-U
175,ARP,Aragip Airport,-9.883333333,149.4833333,OC,PG,PG-MBA
176,ARX,Asbury Park Neptune Air Terminal,40.21930556,-74.09083333,NA,US,US-NJ
177,TAV,Tau Airport,-14.22920036,-169.5110016,OC,AS,AS-U-A
178,ASZ,Asirim Airport,-6.009722222,150.3686111,OC,PG,PG-WBK
179,ATN,Namatanai Airport,-3.6695,152.438,OC,PG,PG-NIK
180,ATP,Aitape Airport,-3.143611111,142.3468056,OC,PG,PG-SAN
181,LYT,Lady Elliot Island Airstrip,-24.1129,152.7156,OC,AU,AU-QLD
182,AGW,Agnew Airport,-12.14560032,142.1490021,OC,AU,AU-QLD
183,AYD,Alroy Downs Airport,-19.29080009,136.0789948,OC,AU,AU-NT
184,BYX,Baniyala Airport,-13.19810009,136.227005,OC,AU,AU-NT
185,COB,Coolibah Airport,-15.54829979,130.9620056,OC,AU,AU-NT
186,CRJ,Coorabie Airport,-31.89439964,132.2960052,OC,AU,AU-SA
187,CRY,Carlton Hill Airport,-15.50189972,128.5339966,OC,AU,AU-WA
188,CSD,Cresswell Downs Airport,-17.94799995,135.9160004,OC,AU,AU-NT
189,DYM,Diamantina Lakes Airport,-23.76169968,141.1450043,OC,AU,AU-QLD
190,HIS,Hayman Island Resort Seaplane Base,-20.05999947,148.8809967,OC,AU,AU-QLD
191,HLV,Helenvale Airport,-15.6857996,145.2149963,OC,AU,AU-QLD
192,KBD,Kimberley Downs Airport,-17.39780045,124.3550034,OC,AU,AU-WA
193,KGR,Kulgera Airport,-25.84280014,133.2920074,OC,AU,AU-NT
194,MWY,Miranda Downs Airport,-17.328899,141.886002,OC,AU,AU-QLD
195,MYO,Camballin Airport,-18.12470055,124.2720032,OC,AU,AU-WA
196,OKB,Orchid Beach Airport,-24.95940018,153.3150024,OC,AU,AU-QLD
197,PEP,Peppimenarti Airport,-14.14420033,130.0910034,OC,AU,AU-NT
198,RDA,Rockhampton Downs Airport,-18.95330048,135.201004,OC,AU,AU-NT
199,SSK,Sturt Creek Airport,-19.16640091,128.173996,OC,AU,AU-WA
200,SWB,Shaw River Airport,-21.51029968,119.3619995,OC,AU,AU-WA
201,TPR,Tom Price Airport,-22.74600029,117.8690033,OC,AU,AU-WA
202,TWP,Torwood Airport,-17.36330032,143.75,OC,AU,AU-QLD
203,ZVG,Springvale Airport,-17.78689957,127.6699982,OC,AU,AU-WA
204,AUI,Aua Island Airport,-1.460555556,143.0647222,OC,PG,PG-MRL
205,AUJ,Ambunti Airport,-4.215666667,142.8231667,OC,PG,PG-ESW
206,AUP,Agaun Airport,-9.930833,149.385667,OC,PG,PG-MBA
207,AUV,Aumo Airport,-5.731111111,148.4452778,OC,PG,PG-WBK
208,AWE,Alowe Airport,-0.545,9.444,AF,GA,GA-3
209,AWR,Awar Airport,-4.124,144.853,OC,PG,PG-MPM
210,AXF,Alxa Left Banner Bayanhot Airport,38.74831,105.58858,AS,CN,CN-15
211,KPM,Kompiam Airport,-5.381666667,143.9247222,OC,PG,PG-EPW
212,BUA,Buka Airport,-5.422319889,154.6730042,OC,PG,PG-NSB
213,BRP,Biaru Airport,-7.6693,146.7594,OC,PG,PG-MPL
214,CMU,Chimbu Airport,-6.024290085,144.970993,OC,PG,PG-CPK
215,MDM,Munduku Airport,-4.6204,143.4516,OC,PG,PG-ESW
216,KPF,Kondobol Airport,-8.5336,142.5049,OC,PG,PG-WPD
217,DNU,Dinangat Airport,-6.1546,146.6772,OC,PG,PG-MPL
218,DOI,Doini Airport,-10.7009,150.7218,OC,PG,PG-MBA
219,DAU,Daru Airport,-9.086759567,143.2079926,OC,PG,PG-WPD
220,EMS,Embessa Airport,-9.447,148.7628,OC,PG,PG-NPP
221,XYR,Edwaki Airport,-3.883986,141.792234,OC,PG,PG-SAN
222,EPT,Eliptamin Airport,-5.0412,141.6779,OC,PG,PG-SAN
223,EGA,Engati Airstrip,-6.9179,146.1053,OC,PG,PG-MPL
224,EMO,Emo River Airstrip,-9.1234,148.0415,OC,PG,PG-NPP
225,ERU,Erume Airport,-8.2538,146.9747,OC,PG,PG-CPM
226,MFZ,Meselia Airport,-6.1364,149.1183,OC,PG,PG-WBK
227,FRQ,Feramin Airport,-5.208,141.6988,OC,PG,PG-SAN
228,FAQ,Frieda River Airport,-4.610468,141.960138,OC,PG,PG-ESW
229,FUM,Fuma Airport,-6.3933,142.4408,OC,PG,PG-WPD
230,GKA,Goroka Airport,-6.081689835,145.3919983,OC,PG,PG-EHG
231,GUG,Guari Airport,-8.1286,146.8722,OC,PG,PG-CPM
232,GRL,Garasa Airport,-7.980713,147.213461,OC,PG,PG-MPL
233,GUR,Gurney Airport,-10.3114996,150.3339996,OC,PG,PG-MBA
234,GAP,Gusap Airport,-6.053196,145.959047,OC,PG,PG-GPK
235,PNP,Girua Airport,-8.80453968,148.3090057,OC,PG,PG-NPP
236,GBC,Gasuke Airport,-6.1028,141.7393,OC,PG,PG-WPD
237,HBD,Habi Airport,-6.32,142.4893,OC,PG,PG-WPD
238,HNI,Heiweni Airport,-7.4223,146.4276,OC,PG,PG-MPL
239,HNN,Honinabi Airport,-16.2457,142.1771,OC,PG,PG-WPD
240,HKN,Kimbe Airport,-5.462170124,150.4049988,OC,PG,PG-WBK
241,HIT,Haivaro Airport,-6.9406,143.059,OC,PG,PG-GPK
242,IMN,Imane Airport,-6.7524,146.1072,OC,PG,PG-MPL
243,KGM,Kungim Airport,-5.671,141.03,OC,PG,PG-WPD
244,IMD,Imonda Airport,-3.328,141.1573,OC,PG,PG-SAN
245,KIE,Aropa Airport,-6.305417,155.728139,OC,PG,PG-NSB
246,IAL,Ialibu Airport,-6.2782,143.9944,OC,PG,PG-SHM
247,WIU,Witu Airport,-4.689522,149.440112,OC,PG,PG-WBK
248,KGH,Yongai Airport,-8.5289,147.4603,OC,PG,PG-CPM
249,LSA,Losuia Airport,-8.505820274,151.0809937,OC,PG,PG-MBA
250,KPA,Kopiago Airport,-5.3883,142.4977,OC,PG,PG-HE
251,UNG,Kiunga Airport,-6.125710011,141.2819977,OC,PG,PG-WPD
252,KNE,Kanainj Airport,-5.2903,144.7072,OC,PG,PG-MPM
253,KRI,Kikori Airport,-7.424379826,144.2500763,OC,PG,PG-GPK
254,KMA,Kerema Airport,-7.963610172,145.7709961,OC,PG,PG-GPK
255,KRX,Kar Kar Airport,-4.557,145.9404,OC,PG,PG-MPM
256,KUQ,Kuri Airport,-7.135083,143.276111,OC,PG,PG-GPK
257,KVG,Kavieng Airport,-2.579400063,150.8079987,OC,PG,PG-NIK
258,LNV,Londolovit Airport,-3.043610096,152.6289978,OC,PG,PG-NIK
259,LAB,Lab Lab Airport,-5.7204,148.0566,OC,PG,PG-MPL
260,LWI,Lowai Airport,-6.3344,146.6458,OC,PG,PG-MPL
261,LPN,Leron Plains Airport,-6.3917,146.3434,OC,PG,PG-MPL
262,LNG,Lese Airport,-8.2799,146.2765,OC,PG,PG-GPK
263,LSJ,Long Island Airport,-5.3604,147.0177,OC,PG,PG-MPM
264,AYM,Yas Island Seaplane Base,24.467,54.6103,AS,AE,AE-AZ
265,MRM,Manari Airport,-9.1908,147.6219,OC,PG,PG-NPP
266,OBM,Morobe Airport,-7.74,147.59,OC,PG,PG-MPL
267,MAG,Madang Airport,-5.207079887,145.7890015,OC,PG,PG-MPM
268,HGU,Mount Hagen Kagamuga Airport,-5.826789856,144.2960052,OC,PG,PG-WHM
269,GUV,Mougulu Airport,-6.280859,142.420775,OC,PG,PG-WPD
270,MDU,Mendi Airport,-6.14774,143.656998,OC,PG,PG-SHM
271,MAS,Momote Airport,-2.06189,147.423996,OC,PG,PG-MRL
272,MXH,Moro Airport,-6.363329887,143.2380066,OC,PG,PG-SHM
273,MIS,Misima Island Airport,-10.6892004,152.8379974,OC,PG,PG-MBA
274,MWG,Marawaka Airport,-6.9736,145.8849,OC,PG,PG-EHG
275,NKN,Nankina Airport,-5.837,146.4533,OC,PG,PG-MPM
276,GBF,Negarbo(Negabo) Airport,-6.567778,144.703058,OC,PG,PG-CPK
277,MFO,Manguna Airport,-5.577778,151.792333,OC,PG,PG-EBR
278,KSB,Kasonombe Airport,-6.3819,146.9859,OC,PG,PG-MPL
279,NMN,Nomane Airport,-6.32183,145.070667,OC,PG,PG-CPK
280,NBA,Nambaiyufa Airport,-6.2412,145.2424,OC,PG,PG-CPK
281,LAE,Nadzab Airport,-6.569803,146.725977,OC,PG,PG-MPL
282,KGB,Konge Airport,-6.2239,147.2152,OC,PG,PG-MPL
283,OKP,Oksapmin Airport,-5.2261,142.2259,OC,PG,PG-SAN
284,HOC,Komako Airport,-7.3984,145.8827,OC,PG,PG-GPK
285,KCJ,Komaio Airport,-7.2714,143.5952,OC,PG,PG-GPK
286,KDE,Koroba Airport,-5.6952,142.7441,OC,PG,PG-HE
287,OPB,Open Bay Airport,-4.794727,151.696195,OC,PG,PG-WBK
288,PGB,Pangoa Airport,-7.0226,141.5605,OC,PG,PG-WPD
289,PGN,Pangia Airport,-6.386,144.1084,OC,PG,PG-SHM
290,MPF,Mapoda Airport,-7.979,143.1694,OC,PG,PG-WPD
291,PMN,Pumani Airport,-9.7469,149.4766,OC,PG,PG-MBA
292,POM,Port Moresby Jacksons International Airport,-9.443380356,147.2200012,OC,PG,PG-NCD
293,SPH,Sopu Airport,-8.3038,147.1659,OC,PG,PG-CPM
294,SXA,Sialum Airport,-6.0908,147.5955,OC,PG,PG-MPL
295,RMN,Rumginae Airport,-5.897222222,141.2716667,OC,PG,PG-WPD
296,KMR,Karimui Airport,-6.4921,144.823,OC,PG,PG-CPK
297,MWI,Maramuni Airport,-5.13,143.4829,OC,PG,PG-EPW
298,MRH,May River Airstrip,-4.3615,141.785,OC,PG,PG-ESW
299,SBE,Suabi Airport,-6.104444444,142.2783333,OC,PG,PG-WPD
300,NIS,Simberi Airport,-2.662222222,151.9977778,OC,PG,PG-NIK
301,SIL,Sila Airport,-9.073555556,148.38925,OC,PG,PG-NPP
302,SBV,Sabah Airport,-5.5765,155.0489,OC,PG,PG-NSB
303,SIM,Simbai Airport,-5.278611111,144.5447222,OC,PG,PG-MPM
304,SBC,Selbang Airport,-5.315,141.752,OC,PG,PG-WPD
305,SPV,Sepik Plains Airport,-3.8821,143.6734,OC,PG,PG-ESW
306,SXW,Sauren Airport,-5.9701,148.8543,OC,PG,PG-WBK
307,MBV,Masa Airport,-6.345,147.591,OC,PG,PG-MPL
308,TIZ,Tari Airport,-5.84499979,142.947998,OC,PG,PG-HE
309,TBG,Tabubil Airport,-5.27861,141.225998,OC,PG,PG-WPD
310,TPI,Tapini Airport,-8.356666667,146.9891667,OC,PG,PG-CPM
311,RAB,Tokua Airport,-4.340459824,152.3800049,OC,PG,PG-EBR
312,TKW,Tekin Airport,-5.243666667,142.1651944,OC,PG,PG-SAN
313,TEP,Tep Tep Airport,-5.9553,146.5595,OC,PG,PG-MPM
314,TSW,Tsewi Airport,-7.0695,146.1272,OC,PG,PG-MPL
315,TRJ,Tarakbits Airport,-5.614,141.0421,OC,PG,PG-WPD
316,TWY,Tawa Airport,-7.4463,146.1067,OC,PG,PG-MPL
317,TKB,Tekadu Airport,-7.6808,146.5503,OC,PG,PG-MPL
318,AYU,Aiyura Airport,-6.338055556,145.9041667,OC,PG,PG-EHG
319,UMC,Umba Airport,-7.0214,145.966,OC,PG,PG-MPL
320,URU,Uroubi Airport,-9.5162,148.5591,OC,PG,PG-NPP
321,UPR,Upiara Airport,-8.5411,142.6503,OC,PG,PG-WPD
322,UVO,Uvol Airport,-6.0178,150.9557,OC,PG,PG-EBR
323,TLW,Talasea Airport,-5.2726,150.0089,OC,PG,PG-WBK
324,TCJ,Torembi Airport,-4.0165,143.1329,OC,PG,PG-ESW
325,VAI,Vanimo Airport,-2.6926,141.3028,OC,PG,PG-SAN
326,TON,Tonu Airport,-6.6552,155.4326,OC,PG,PG-NSB
327,WAO,Wabo Airport,-6.989444444,145.0751111,OC,PG,PG-GPK
328,WBM,Wapenamanda Airport,-5.643300056,143.8950043,OC,PG,PG-EPW
329,WAJ,Wawoi Falls Airport,-6.9523,142.6557,OC,PG,PG-WPD
330,WWK,Wewak International Airport,-3.583830118,143.6690063,OC,PG,PG-ESW
331,WOA,Wonenara Airport,-6.796861111,145.8919444,OC,PG,PG-EHG
332,WKN,Wakunai Airport,-5.8603,155.2223,OC,PG,PG-EBR
333,WSU,Wasu Airport,-5.961709449,147.1982253,OC,PG,PG-MPL
334,WTP,Woitape Airport,-8.545833333,147.2525,OC,PG,PG-CPM
335,WUG,Wau Airport,-7.345555556,146.7186111,OC,PG,PG-SAN
336,YVD,Yeva Airport,-7.548,146.188,OC,PG,PG-MPL
337,SMJ,Sim Airport,-7.75,146.9273,OC,PG,PG-MPL
338,WEP,Weam Airport,-8.6184,141.1381,OC,PG,PG-WPD
339,AYY,Arugam Bay SPB,6.86,81.82388889,AS,LK,LK-5
340,KYX,Yalumet Airport,-6.09,147.0117,OC,PG,PG-MPL
341,KSX,Yasuru Airport,-6.6015,146.1813,OC,PG,PG-MPL
342,AYZ,Zahn's Airport,40.71,-73.4,NA,US,US-NY
343,WUM,Wasum Airport,-6.0491,149.337,OC,PG,PG-WBK
344,ZXT,Zabrat Airport,40.49554222,49.97680664,AS,AZ,AZ-BA
345,HAE,Lava Falls Heliport,36.1916008,-113.0920029,NA,US,US-AZ
346,AZB,Amazon Bay Airport,-10.29916667,149.3383333,OC,PG,PG-CPM
347,BAJ,Bali Airport,-4.883333333,149.1333333,OC,PG,PG-WBK
348,BAP,Baibara Airport,-10.3432,149.6414,OC,PG,PG-CPM
349,BKG,Branson Airport,36.532082,-93.200544,NA,US,US-MO
350,BCJ,Baca Grande Airfield,37.96477778,-105.7766667,NA,US,US-CO
351,BCP,Bambu Airport,-5.863611111,146.4925,OC,PG,PG-MPM
